step,flux_to_10,flux_to_14,dissipation,entropy,m2,mass_error
5.110000000000000000e+03,-1.582949254833674042e-13,8.434254476449467307e-12,1.190627549487081325e+02,6.195502459668069953e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.111000000000000000e+03,-1.582949254479832439e-13,8.434254476596101226e-12,1.190627549499328666e+02,6.195502316647393296e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.112000000000000000e+03,-1.582949254128802463e-13,8.434254476741410364e-12,1.190627549511477810e+02,6.195502174982986786e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.113000000000000000e+03,-1.582949253780560889e-13,8.434254476885406030e-12,1.190627549523530462e+02,6.195502034661992935e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.114000000000000000e+03,-1.582949253435087018e-13,8.434254477028099532e-12,1.190627549535487049e+02,6.195501895671665925e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.115000000000000000e+03,-1.582949253092358130e-13,8.434254477169505412e-12,1.190627549547347712e+02,6.195501757999391249e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.116000000000000000e+03,-1.582949252752352012e-13,8.434254477309633362e-12,1.190627549559113874e+02,6.195501621632665041e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.117000000000000000e+03,-1.582949252415048216e-13,8.434254477448497922e-12,1.190627549570786528e+02,6.195501486559108541e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.118000000000000000e+03,-1.582949252080424274e-13,8.434254477586107172e-12,1.190627549582365674e+02,6.195501352766455695e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.119000000000000000e+03,-1.582949251748458984e-13,8.434254477722469189e-12,1.190627549593852592e+02,6.195501220242560390e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.120000000000000000e+03,-1.582949251419131644e-13,8.434254477857604974e-12,1.190627549605247992e+02,6.195501088975390250e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.121000000000000000e+03,-1.582949251092421303e-13,8.434254477991517761e-12,1.190627549616552301e+02,6.195500958953027670e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.122000000000000000e+03,-1.582949250768306756e-13,8.434254478124220472e-12,1.190627549627766371e+02,6.195500830163665681e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.123000000000000000e+03,-1.582949250446768061e-13,8.434254478255726034e-12,1.190627549638891054e+02,6.195500702595615187e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.124000000000000000e+03,-1.582949250127784265e-13,8.434254478386044139e-12,1.190627549649926777e+02,6.195500576237286354e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.125000000000000000e+03,-1.582949249811334922e-13,8.434254478515186096e-12,1.190627549660874536e+02,6.195500451077214458e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.126000000000000000e+03,-1.582949249497400088e-13,8.434254478643159985e-12,1.190627549671735466e+02,6.195500327104033004e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.127000000000000000e+03,-1.582949249185960075e-13,8.434254478769980343e-12,1.190627549682509141e+02,6.195500204306483029e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.128000000000000000e+03,-1.582949248876995191e-13,8.434254478895656866e-12,1.190627549693196556e+02,6.195500082673417241e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.129000000000000000e+03,-1.582949248570484486e-13,8.434254479020196016e-12,1.190627549703799275e+02,6.195499962193800016e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.130000000000000000e+03,-1.582949248266410287e-13,8.434254479143610717e-12,1.190627549714316586e+02,6.195499842856679484e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.131000000000000000e+03,-1.582949247964751644e-13,8.434254479265913895e-12,1.190627549724750907e+02,6.195499724651229917e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.132000000000000000e+03,-1.582949247665490633e-13,8.434254479387113626e-12,1.190627549735101240e+02,6.195499607566712445e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.133000000000000000e+03,-1.582949247368607817e-13,8.434254479507217989e-12,1.190627549745369151e+02,6.195499491592502964e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.134000000000000000e+03,-1.582949247074084011e-13,8.434254479626238293e-12,1.190627549755555350e+02,6.195499376718072502e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.135000000000000000e+03,-1.582949246781900786e-13,8.434254479744185847e-12,1.190627549765659836e+02,6.195499262932984105e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.136000000000000000e+03,-1.582949246492039211e-13,8.434254479861070345e-12,1.190627549775684031e+02,6.195499150226912492e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.137000000000000000e+03,-1.582949246204481614e-13,8.434254479976898249e-12,1.190627549785627934e+02,6.195499038589624405e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.138000000000000000e+03,-1.582949245919208306e-13,8.434254480091680868e-12,1.190627549795492399e+02,6.195498928010982746e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.139000000000000000e+03,-1.582949245636202626e-13,8.434254480205429512e-12,1.190627549805278278e+02,6.195498818480950711e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.140000000000000000e+03,-1.582949245355445894e-13,8.434254480318150642e-12,1.190627549814985997e+02,6.195498709989577318e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.141000000000000000e+03,-1.582949245076920187e-13,8.434254480429853952e-12,1.190627549824616125e+02,6.195498602527021186e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.142000000000000000e+03,-1.582949244800607329e-13,8.434254480540550751e-12,1.190627549834169656e+02,6.195498496083519515e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.143000000000000000e+03,-1.582949244526491165e-13,8.434254480650250733e-12,1.190627549843646875e+02,6.195498390649407734e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.144000000000000000e+03,-1.582949244254553014e-13,8.434254480758958744e-12,1.190627549853047782e+02,6.195498286215115364e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.145000000000000000e+03,-1.582949243984776216e-13,8.434254480866687710e-12,1.190627549862374366e+02,6.195498182771164982e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.146000000000000000e+03,-1.582949243717143100e-13,8.434254480973444092e-12,1.190627549871625916e+02,6.195498080308156714e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.147000000000000000e+03,-1.582949243451637006e-13,8.434254481079239200e-12,1.190627549880803997e+02,6.195497978816793051e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.148000000000000000e+03,-1.582949243188241272e-13,8.434254481184081112e-12,1.190627549889908465e+02,6.195497878287860235e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.149000000000000000e+03,-1.582949242926938229e-13,8.434254481287976289e-12,1.190627549898940458e+02,6.195497778712224123e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.150000000000000000e+03,-1.582949242667711719e-13,8.434254481390934426e-12,1.190627549907900118e+02,6.195497680080855006e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.151000000000000000e+03,-1.582949242410546094e-13,8.434254481492966831e-12,1.190627549916788581e+02,6.195497582384788313e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.152000000000000000e+03,-1.582949242155424185e-13,8.434254481594078352e-12,1.190627549925605280e+02,6.195497485615156668e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.153000000000000000e+03,-1.582949241902328829e-13,8.434254481694277066e-12,1.190627549934352345e+02,6.195497389763178515e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.154000000000000000e+03,-1.582949241651245889e-13,8.434254481793572667e-12,1.190627549943029351e+02,6.195497294820148812e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.155000000000000000e+03,-1.582949241402158451e-13,8.434254481891973233e-12,1.190627549951637008e+02,6.195497200777446270e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.156000000000000000e+03,-1.582949241155050108e-13,8.434254481989488456e-12,1.190627549960175884e+02,6.195497107626534384e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.157000000000000000e+03,-1.582949240909905965e-13,8.434254482086124801e-12,1.190627549968646406e+02,6.195497015358955232e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.158000000000000000e+03,-1.582949240666710119e-13,8.434254482181890344e-12,1.190627549977049426e+02,6.195496923966332577e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.159000000000000000e+03,-1.582949240425447424e-13,8.434254482276791548e-12,1.190627549985384945e+02,6.195496833440367729e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.160000000000000000e+03,-1.582949240186101219e-13,8.434254482370838106e-12,1.190627549993654668e+02,6.195496743772842649e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.161000000000000000e+03,-1.582949239948658126e-13,8.434254482464038096e-12,1.190627550001857315e+02,6.195496654955615812e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.162000000000000000e+03,-1.582949239713101988e-13,8.434254482556399597e-12,1.190627550009995019e+02,6.195496566980626342e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.163000000000000000e+03,-1.582949239479418163e-13,8.434254482647925840e-12,1.190627550018067780e+02,6.195496479839880574e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.164000000000000000e+03,-1.582949239247591255e-13,8.434254482738628132e-12,1.190627550026076023e+02,6.195496393525473762e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.165000000000000000e+03,-1.582949239017606873e-13,8.434254482828516169e-12,1.190627550034020032e+02,6.195496308029567336e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.166000000000000000e+03,-1.582949238789450628e-13,8.434254482917591566e-12,1.190627550041900662e+02,6.195496223344399239e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.167000000000000000e+03,-1.582949238563107881e-13,8.434254483005865631e-12,1.190627550049718337e+02,6.195496139462279795e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.168000000000000000e+03,-1.582949238338563736e-13,8.434254483093346444e-12,1.190627550057473485e+02,6.195496056375591704e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.169000000000000000e+03,-1.582949238115804815e-13,8.434254483180037234e-12,1.190627550065166957e+02,6.195495974076799350e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.170000000000000000e+03,-1.582949237894816476e-13,8.434254483265949311e-12,1.190627550072798755e+02,6.195495892558422952e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.171000000000000000e+03,-1.582949237675584079e-13,8.434254483351087521e-12,1.190627550080369303e+02,6.195495811813062347e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.172000000000000000e+03,-1.582949237458093991e-13,8.434254483435456713e-12,1.190627550087879456e+02,6.195495731833391815e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.173000000000000000e+03,-1.582949237242333087e-13,8.434254483519069809e-12,1.190627550095329781e+02,6.195495652612143541e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.174000000000000000e+03,-1.582949237028286977e-13,8.434254483601926811e-12,1.190627550102720278e+02,6.195495574142132428e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.175000000000000000e+03,-1.582949236815942534e-13,8.434254483684037412e-12,1.190627550110051800e+02,6.195495496416226111e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.176000000000000000e+03,-1.582949236605285118e-13,8.434254483765411304e-12,1.190627550117325057e+02,6.195495419427377011e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.177000000000000000e+03,-1.582949236396302611e-13,8.434254483846051720e-12,1.190627550124539766e+02,6.195495343168587179e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.178000000000000000e+03,-1.582949236188981130e-13,8.434254483925965122e-12,1.190627550131697205e+02,6.195495267632938284e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.179000000000000000e+03,-1.582949235983307296e-13,8.434254484005161204e-12,1.190627550138797091e+02,6.195495192813568864e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.180000000000000000e+03,-1.582949235779268486e-13,8.434254484083643196e-12,1.190627550145839848e+02,6.195495118703689832e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.181000000000000000e+03,-1.582949235576851574e-13,8.434254484161420791e-12,1.190627550152827041e+02,6.195495045296574143e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.182000000000000000e+03,-1.582949235376043685e-13,8.434254484238497222e-12,1.190627550159758243e+02,6.195494972585552653e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.183000000000000000e+03,-1.582949235176831694e-13,8.434254484314882182e-12,1.190627550166633739e+02,6.195494900564027562e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.184000000000000000e+03,-1.582949234979202979e-13,8.434254484390575670e-12,1.190627550173454665e+02,6.195494829225458974e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.185000000000000000e+03,-1.582949234783145674e-13,8.434254484465590612e-12,1.190627550180220595e+02,6.195494758563365929e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.186000000000000000e+03,-1.582949234588646149e-13,8.434254484539930239e-12,1.190627550186932524e+02,6.195494688571341913e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.187000000000000000e+03,-1.582949234395693043e-13,8.434254484613601012e-12,1.190627550193590878e+02,6.195494619243027975e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.188000000000000000e+03,-1.582949234204273736e-13,8.434254484686609394e-12,1.190627550200196225e+02,6.195494550572129271e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.189000000000000000e+03,-1.582949234014376109e-13,8.434254484758961849e-12,1.190627550206748850e+02,6.195494482552409892e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.190000000000000000e+03,-1.582949233825987795e-13,8.434254484830661606e-12,1.190627550213248469e+02,6.195494415177698038e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.191000000000000000e+03,-1.582949233639096928e-13,8.434254484901718359e-12,1.190627550219696644e+02,6.195494348441878775e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.192000000000000000e+03,-1.582949233453691896e-13,8.434254484972135340e-12,1.190627550226093234e+02,6.195494282338885768e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.193000000000000000e+03,-1.582949233269760330e-13,8.434254485041922242e-12,1.190627550232438239e+02,6.195494216862727127e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.194000000000000000e+03,-1.582949233087291375e-13,8.434254485111079065e-12,1.190627550238732937e+02,6.195494152007448186e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.195000000000000000e+03,-1.582949232906272157e-13,8.434254485179612271e-12,1.190627550244977186e+02,6.195494087767171827e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.196000000000000000e+03,-1.582949232726692074e-13,8.434254485247529938e-12,1.190627550251171414e+02,6.195494024136055052e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.197000000000000000e+03,-1.582949232548540019e-13,8.434254485314836914e-12,1.190627550257316329e+02,6.195493961108332413e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.198000000000000000e+03,-1.582949232371803622e-13,8.434254485381542891e-12,1.190627550263411933e+02,6.195493898678274650e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.199000000000000000e+03,-1.582949232196472785e-13,8.434254485447646254e-12,1.190627550269458652e+02,6.195493836840212473e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.200000000000000000e+03,-1.582949232022535140e-13,8.434254485513153466e-12,1.190627550275457196e+02,6.195493775588537599e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.201000000000000000e+03,-1.582949231849980337e-13,8.434254485578075835e-12,1.190627550281407565e+02,6.195493714917684136e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.202000000000000000e+03,-1.582949231678797268e-13,8.434254485642413361e-12,1.190627550287310612e+02,6.195493654822148230e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.203000000000000000e+03,-1.582949231508974827e-13,8.434254485706169276e-12,1.190627550293166337e+02,6.195493595296470490e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.204000000000000000e+03,-1.582949231340502662e-13,8.434254485769356505e-12,1.190627550298975166e+02,6.195493536335251494e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.205000000000000000e+03,-1.582949231173370426e-13,8.434254485831973431e-12,1.190627550304737525e+02,6.195493477933131112e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.206000000000000000e+03,-1.582949231007566000e-13,8.434254485894028133e-12,1.190627550310453842e+02,6.195493420084815388e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.207000000000000000e+03,-1.582949230843079792e-13,8.434254485955525457e-12,1.190627550316124257e+02,6.195493362785046555e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.208000000000000000e+03,-1.582949230679900948e-13,8.434254486016470250e-12,1.190627550321749624e+02,6.195493306028626817e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.209000000000000000e+03,-1.582949230518019874e-13,8.434254486076867360e-12,1.190627550327329658e+02,6.195493249810400771e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.210000000000000000e+03,-1.582949230357424960e-13,8.434254486136721632e-12,1.190627550332865070e+02,6.195493194125264713e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.211000000000000000e+03,-1.582949230198107116e-13,8.434254486196037913e-12,1.190627550338356286e+02,6.195493138968165602e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.212000000000000000e+03,-1.582949230040055994e-13,8.434254486254824282e-12,1.190627550343803733e+02,6.195493084334095894e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.213000000000000000e+03,-1.582949229883260991e-13,8.434254486313079123e-12,1.190627550349207411e+02,6.195493030218087337e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.214000000000000000e+03,-1.582949229727712766e-13,8.434254486370813745e-12,1.190627550354567887e+02,6.195492976615240951e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.215000000000000000e+03,-1.582949229573401223e-13,8.434254486428028148e-12,1.190627550359885731e+02,6.195492923520681543e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.216000000000000000e+03,-1.582949229420316517e-13,8.434254486484728794e-12,1.190627550365160801e+02,6.195492870929588716e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.217000000000000000e+03,-1.582949229268448549e-13,8.434254486540918914e-12,1.190627550370393664e+02,6.195492818837192741e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.218000000000000000e+03,-1.582949229117787981e-13,8.434254486596604972e-12,1.190627550375584320e+02,6.195492767238759042e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.219000000000000000e+03,-1.582949228968325471e-13,8.434254486651790197e-12,1.190627550380734192e+02,6.195492716129609914e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.220000000000000000e+03,-1.582949228820051176e-13,8.434254486706482668e-12,1.190627550385841857e+02,6.195492665505096600e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.221000000000000000e+03,-1.582949228672955249e-13,8.434254486760682386e-12,1.190627550390909164e+02,6.195492615360633419e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.222000000000000000e+03,-1.582949228527029360e-13,8.434254486814397427e-12,1.190627550395935970e+02,6.195492565691659504e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.223000000000000000e+03,-1.582949228382262908e-13,8.434254486867626176e-12,1.190627550400922701e+02,6.195492516493669822e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.224000000000000000e+03,-1.582949228238647814e-13,8.434254486920379943e-12,1.190627550405869357e+02,6.195492467762199665e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.225000000000000000e+03,-1.582949228096174739e-13,8.434254486972661958e-12,1.190627550410776081e+02,6.195492419492821550e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.226000000000000000e+03,-1.582949227954834088e-13,8.434254487024470606e-12,1.190627550415644578e+02,6.195492371681152453e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.227000000000000000e+03,-1.582949227814617534e-13,8.434254487075817196e-12,1.190627550420473000e+02,6.195492324322855881e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.228000000000000000e+03,-1.582949227675515229e-13,8.434254487126701729e-12,1.190627550425263053e+02,6.195492277413629458e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.229000000000000000e+03,-1.582949227537519097e-13,8.434254487177129050e-12,1.190627550430015162e+02,6.195492230949218376e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.230000000000000000e+03,-1.582949227400620301e-13,8.434254487227104007e-12,1.190627550434728761e+02,6.195492184925399878e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.231000000000000000e+03,-1.582949227264809503e-13,8.434254487276631446e-12,1.190627550439404985e+02,6.195492139338000837e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.232000000000000000e+03,-1.582949227130079129e-13,8.434254487325716214e-12,1.190627550444043408e+02,6.195492094182875010e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.233000000000000000e+03,-1.582949226996419333e-13,8.434254487374356696e-12,1.190627550448645309e+02,6.195492049455933023e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.234000000000000000e+03,-1.582949226863822543e-13,8.434254487422564200e-12,1.190627550453209977e+02,6.195492005153104114e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.235000000000000000e+03,-1.582949226732279924e-13,8.434254487470337112e-12,1.190627550457738124e+02,6.195491961270373355e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.236000000000000000e+03,-1.582949226601782893e-13,8.434254487517681893e-12,1.190627550462229749e+02,6.195491917803757871e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.237000000000000000e+03,-1.582949226472323624e-13,8.434254487564601775e-12,1.190627550466685847e+02,6.195491874749304773e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.238000000000000000e+03,-1.582949226343893787e-13,8.434254487611103219e-12,1.190627550471105991e+02,6.195491832103111836e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.239000000000000000e+03,-1.582949226216485304e-13,8.434254487657186226e-12,1.190627550475491034e+02,6.195491789861306820e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.240000000000000000e+03,-1.582949226090089340e-13,8.434254487702855644e-12,1.190627550479840409e+02,6.195491748020050575e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.241000000000000000e+03,-1.582949225964698069e-13,8.434254487748114701e-12,1.190627550484155535e+02,6.195491706575549443e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.242000000000000000e+03,-1.582949225840304170e-13,8.434254487792969863e-12,1.190627550488435844e+02,6.195491665524036650e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.243000000000000000e+03,-1.582949225716899819e-13,8.434254487837422743e-12,1.190627550492682047e+02,6.195491624861788849e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.244000000000000000e+03,-1.582949225594476180e-13,8.434254487881474957e-12,1.190627550496894003e+02,6.195491584585115781e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.245000000000000000e+03,-1.582949225473026184e-13,8.434254487925134584e-12,1.190627550501072278e+02,6.195491544690358206e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.246000000000000000e+03,-1.582949225352541754e-13,8.434254487968400007e-12,1.190627550505217158e+02,6.195491505173895140e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.247000000000000000e+03,-1.582949225233014812e-13,8.434254488011277690e-12,1.190627550509328785e+02,6.195491466032138688e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.248000000000000000e+03,-1.582949225114439046e-13,8.434254488053774094e-12,1.190627550513407726e+02,6.195491427261539210e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.249000000000000000e+03,-1.582949224996805875e-13,8.434254488095885988e-12,1.190627550517454125e+02,6.195491388858571885e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.250000000000000000e+03,-1.582949224880107725e-13,8.434254488137623066e-12,1.190627550521467697e+02,6.195491350819752212e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.251000000000000000e+03,-1.582949224764338033e-13,8.434254488178985328e-12,1.190627550525449152e+02,6.195491313141626713e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.252000000000000000e+03,-1.582949224649488468e-13,8.434254488219977620e-12,1.190627550529398491e+02,6.195491275820777065e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.253000000000000000e+03,-1.582949224535552214e-13,8.434254488260599943e-12,1.190627550533316565e+02,6.195491238853815962e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.254000000000000000e+03,-1.582949224422522204e-13,8.434254488300860374e-12,1.190627550537203092e+02,6.195491202237382983e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.255000000000000000e+03,-1.582949224310391117e-13,8.434254488340760530e-12,1.190627550541058497e+02,6.195491165968156999e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.256000000000000000e+03,-1.582949224199151127e-13,8.434254488380303640e-12,1.190627550544883206e+02,6.195491130042844796e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.257000000000000000e+03,-1.582949224088795671e-13,8.434254488419491322e-12,1.190627550548677505e+02,6.195491094458187282e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.258000000000000000e+03,-1.582949223979317934e-13,8.434254488458326806e-12,1.190627550552440965e+02,6.195491059210952251e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.259000000000000000e+03,-1.582949223870710846e-13,8.434254488496816553e-12,1.190627550556174299e+02,6.195491024297937477e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.260000000000000000e+03,-1.582949223762966582e-13,8.434254488534960566e-12,1.190627550559878074e+02,6.195490989715976929e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.261000000000000000e+03,-1.582949223656079843e-13,8.434254488572762073e-12,1.190627550563552148e+02,6.195490955461932489e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.262000000000000000e+03,-1.582949223550043305e-13,8.434254488610227539e-12,1.190627550567196664e+02,6.195490921532688788e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.263000000000000000e+03,-1.582949223444849145e-13,8.434254488647353731e-12,1.190627550570811906e+02,6.195490887925168714e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.264000000000000000e+03,-1.582949223340491809e-13,8.434254488684150344e-12,1.190627550574398299e+02,6.195490854636327210e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.265000000000000000e+03,-1.582949223236964481e-13,8.434254488720617377e-12,1.190627550577955844e+02,6.195490821663134725e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.266000000000000000e+03,-1.582949223134260597e-13,8.434254488756758061e-12,1.190627550581484968e+02,6.195490789002598934e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.267000000000000000e+03,-1.582949223032372585e-13,8.434254488792572396e-12,1.190627550584985954e+02,6.195490756651757497e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.268000000000000000e+03,-1.582949222931295900e-13,8.434254488828068461e-12,1.190627550588458661e+02,6.195490724607672887e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.269000000000000000e+03,-1.582949222831022212e-13,8.434254488863244640e-12,1.190627550591903514e+02,6.195490692867436533e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.270000000000000000e+03,-1.582949222731545969e-13,8.434254488898109010e-12,1.190627550595320798e+02,6.195490661428167776e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.271000000000000000e+03,-1.582949222632860858e-13,8.434254488932656726e-12,1.190627550598710798e+02,6.195490630287008708e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.272000000000000000e+03,-1.582949222534960821e-13,8.434254488966900711e-12,1.190627550602073512e+02,6.195490599441135541e-10,9.999999999562536601e-01,5.551115123125782702e-16
5.273000000000000000e+03,-1.582949222437838791e-13,8.434254489000834503e-12,1.190627550605409652e+02,6.195490568887747235e-10,9.999999999562536601e-01,5.551115123125782702e-16
